Area,Item,Year,c_t,delta_c_t,delta_c_t_converted
Croatia,Roundwood,2021,59880821.741557956,-72311.3261205703,-1.2370964131461269e-05
Croatia,Roundwood,2022,59934570.0313374,-53748.28977944702,-9.1952146456318e-06
Czechia,Roundwood,2006,222473608.0073091,222473608.0073091,0.027312175580178403
Czechia,Roundwood,2007,222163444.2448394,310163.7624697089,3.807753744391616e-05
Czechia,Roundwood,2008,222087201.66346368,76242.58137571812,9.35999010341595e-06
Czechia,Roundwood,2009,221664655.69923732,422545.9642263651,5.1874241034770795e-05
Czechia,Roundwood,2010,221336752.89885458,327902.80038273335,4.025528662703745e-05
Czechia,Roundwood,2011,221419229.87431192,-82476.97545734048,-1.012536118414073e-05
Czechia,Roundwood,2012,221552715.01319754,-133485.13888561726,-1.6387424932078688e-05
Czechia,Roundwood,2013,221706890.12369934,-154175.110501796,-1.8927448185135367e-05
Czechia,Roundwood,2014,221960824.23356616,-253934.10986682773,-3.117445281083073e-05
Czechia,Roundwood,2015,222163541.18045726,-202716.94689109921,-2.4886731042656987e-05
Czechia,Roundwood,2016,222413526.88593063,-249985.7054733634,-3.068972334102188e-05
Czechia,Roundwood,2017,222594621.87908092,-181094.99315029383,-2.223229215327659e-05
Czechia,Roundwood,2018,222542750.66044965,51871.21863126755,6.368017507804593e-06
Czechia,Roundwood,2019,222751884.02588388,-209133.36543422937,-2.5674448522566454e-05
Czechia,Roundwood,2020,222799916.60557792,-48032.57969403267,-5.896763494433155e-06
Czechia,Roundwood,2021,222655648.5283811,144268.07719680667,1.771120219745105e-05
Czechia,Roundwood,2022,222599585.80438003,56062.7240010798,6.8825914908984066e-06
Denmark,Roundwood,2006,49918854.00100135,49918854.00100135,0.011215416627362938
Denmark,Roundwood,2007,49886364.560336456,32489.44066489488,7.299498763322457e-06
Denmark,Roundwood,2008,49853649.1377407,32715.422595754266,7.350270792359684e-06
Denmark,Roundwood,2009,49820706.16138546,32942.97635523975,7.401395968785033e-06
Denmark,Roundwood,2010,49756779.18340445,63926.97798100859,1.4362663288922582e-05
Denmark,Roundwood,2011,49739028.14611552,17751.037288933992,3.988178069137089e-06
Denmark,Roundwood,2012,49734283.392281435,4744.753834083676,1.066017882591188e-06
Denmark,Roundwood,2013,49680220.122829765,54063.26945167035,1.2146554709082535e-05
Denmark,Roundwood,2014,49618398.35751575,61821.765314012766,1.3889678930165336e-05
Denmark,Roundwood,2015,49586612.051091604,31786.30642414838,7.141523513033693e-06
Denmark,Roundwood,2016,49583231.75277163,3380.2983199730515,7.594616251108705e-07
Denmark,Roundwood,2017,49633992.44561788,-50760.692846246064,-1.1404555051540868e-05
Denmark,Roundwood,2018,49643473.987411894,-9481.541794016957,-2.1302460486677293e-06
Denmark,Roundwood,2019,49730636.862211965,-87162.87480007112,-1.958314097719195e-05
Denmark,Roundwood,2020,49823587.64019162,-92950.77797965705,-2.0883526309687614e-05
Denmark,Roundwood,2021,49878565.05024026,-54977.410048641264,-1.235193738174584e-05
Denmark,Roundwood,2022,49930409.18810762,-51844.13786735386,-1.1647975850109728e-05
Estonia,Roundwood,2006,100601536.92977485,100601536.92977485,0.02148326524853362
Estonia,Roundwood,2007,100396423.59919663,205113.33057822287,4.3801558319114895e-05
Estonia,Roundwood,2008,100080414.54004376,316009.05915287137,6.748312844822342e-05
Estonia,Roundwood,2009,99906561.47899328,173853.06105047464,3.7125987721480175e-05
Estonia,Roundwood,2010,99668742.42722647,237819.0517668128,5.078580234641572e-05
Estonia,Roundwood,2011,99471797.63514559,196944.7920808792,4.205718259100061e-05
Estonia,Roundwood,2012,99402599.95206298,69197.68308261037,1.4777032494895236e-05
Estonia,Roundwood,2013,99382624.72213873,19975.22992424667,4.2656720360305706e-06
Estonia,Roundwood,2014,99465802.22158912,-83177.49945038557,-1.7762395465685176e-05
Estonia,Roundwood,2015,99528829.30820023,-63027.08661110699,-1.345931345416617e-05
Estonia,Roundwood,2016,99537949.35354835,-9120.045348122716,-1.9475681910222076e-06
Estonia,Roundwood,2017,99673781.35709073,-135832.00354237854,-2.9006663818443187e-05
Estonia,Roundwood,2018,99827882.5192694,-154101.1621786803,-3.29080076033317e-05
Estonia,Roundwood,2019,100056059.35946363,-228176.8401942253,-4.872672655972096e-05
Estonia,Roundwood,2020,100363409.97940966,-307350.61994603276,-6.563413536327022e-05
Estonia,Roundwood,2021,100620947.552086,-257537.5726763308,-5.499665466474202e-05
Estonia,Roundwood,2022,100763449.01498881,-142501.46290281415,-3.043091407223973e-05
Faroe Islands,Roundwood,2006,43974.78499300463,43974.78499300463,0.0003043362060394562
Faroe Islands,Roundwood,2007,43954.92622962166,19.858763382966572,1.3743650379572616e-07
Faroe Islands,Roundwood,2008,43626.86289410998,328.06333551168063,2.2704272661289094e-06
Faroe Islands,Roundwood,2009,43502.02912315131,124.83377095867036,8.63936827552511e-07
Faroe Islands,Roundwood,2010,43412.45211991451,89.57700323680183,6.199353861038556e-07
Faroe Islands,Roundwood,2011,43283.71866706559,128.73345284892275,8.909253481656075e-07
Faroe Islands,Roundwood,2012,43163.72315031195,119.9955167536391,8.304527314085982e-07
Faroe Islands,Roundwood,2013,43230.943980862015,-67.22083055006806,-4.6521506676344713e-07
Faroe Islands,Roundwood,2014,43291.20666345945,-60.26268259743665,-4.170598262249905e-07
Faroe Islands,Roundwood,2015,43228.96297088708,62.24369257237413,4.307697979734526e-07
Faroe Islands,Roundwood,2016,43196.490899291486,32.47207159559184,2.2472940056935077e-07
Faroe Islands,Roundwood,2017,43123.051932028124,73.43896726336243,5.082489130064634e-07
Faroe Islands,Roundwood,2018,43188.283966496056,-65.23203446793195,-4.514512097185584e-07
Faroe Islands,Roundwood,2019,43371.17546050332,-182.89149400726455,-1.2657367946634221e-06
Faroe Islands,Roundwood,2020,43555.3390654521,-184.1636049487788,-1.274540690297325e-06
Faroe Islands,Roundwood,2021,43740.78362957372,-185.44456412162253,-1.2834058218679901e-06
Faroe Islands,Roundwood,2022,43927.51806264384,-186.7344330701162,-1.2923326153050726e-06
Finland,Roundwood,2006,922199674.3446816,922199674.3446816,0.026380477980122056
Finland,Roundwood,2007,921385435.81084,814238.53384161,2.3292137603322434e-05
Finland,Roundwood,2008,921238834.4867387,146601.32410132885,4.1936828974267855e-06
Finland,Roundwood,2009,920768454.6652651,470379.8214735985,1.345570256408492e-05
Finland,Roundwood,2010,919782406.814736,986047.8505290747,2.8206921268665004e-05
Finland,Roundwood,2011,919442273.685075,340133.129660964,9.72986088257645e-06
Finland,Roundwood,2012,919166542.474408,275731.2106670141,7.887577206750193e-06
Finland,Roundwood,2013,919107639.4416988,58903.03270924091,1.6849823314595498e-06
Finland,Roundwood,2014,919233374.3915159,-125734.94981706142,-3.596778623173746e-06
Finland,Roundwood,2015,919317548.1960404,-84173.8045245409,-2.4078789643258944e-06
Finland,Roundwood,2016,919975519.181054,-657970.9850136042,-1.8821942323982023e-05
Finland,Roundwood,2017,920567300.6430005,-591781.4619464874,-1.6928522379946968e-05
Finland,Roundwood,2018,921147129.6452518,-579829.0022512674,-1.6586609875995903e-05
Finland,Roundwood,2019,922911332.4005601,-1764202.7553083897,-5.046684924493763e-05
Finland,Roundwood,2020,922925758.5195224,-14426.118962287903,-4.1267409240161593e-07
Finland,Roundwood,2021,922415837.1822846,509921.33723783493,1.4586828625976381e-05
Finland,Roundwood,2022,922316910.1920112,98926.99027335644,2.829909141315323e-06
France,Roundwood,2006,688989659.7685381,688989659.7685381,0.012091530291100562
France,Roundwood,2007,688788333.9334613,201325.83507680893,3.5331987914450733e-06
France,Roundwood,2008,689115637.2866813,-327303.35321998596,-5.74406067453578e-06
France,Roundwood,2009,689221868.7421744,-106231.45549309254,-1.864325311346399e-06
France,Roundwood,2010,689342715.0306431,-120846.28846871853,-2.120810576573056e-06
France,Roundwood,2011,689416662.3099462,-73947.27930307388,-1.2977491823868168e-06
France,Roundwood,2012,689266025.8038247,150636.50612151623,2.6436185955617474e-06
France,Roundwood,2013,689352031.3564262,-86005.55260157585,-1.5093677092834138e-06
France,Roundwood,2014,689526431.4523216,-174400.09589540958,-3.0606613791542447e-06
France,Roundwood,2015,689490233.563755,36197.8885666132,6.352604278910728e-07
France,Roundwood,2016,689672132.1621611,-181898.59840607643,-3.192257505395212e-06
France,Roundwood,2017,689959725.8737428,-287593.711581707,-5.047170194525817e-06
France,Roundwood,2018,689709930.8371315,249795.0366113186,4.383816518766072e-06
France,Roundwood,2019,689691942.9073765,17987.929754972458,3.156819473597135e-07
France,Roundwood,2020,689697014.8217973,-5071.914420723915,-8.901034432455123e-08
France,Roundwood,2021,689596171.9434083,100842.87838900089,1.769757646423904e-06
France,Roundwood,2022,689208961.146426,387210.79698228836,6.795415597855864e-06
Germany,Roundwood,2006,1092180996.4186125,1092180996.4186125,0.029618785676914703
Germany,Roundwood,2007,1092095536.061034,85460.357578516,2.3175938999952943e-06
Germany,Roundwood,2008,1092497992.173518,-402456.1124839783,-1.0914181238380031e-05
Germany,Roundwood,2009,1092429724.6801674,68267.49335050583,1.8513417289617783e-06
Germany,Roundwood,2010,1092093896.7701201,335827.9100472927,9.107295333496653e-06
Germany,Roundwood,2011,1092611857.6665273,-517960.8964071274,-1.4046547989766766e-05
Germany,Roundwood,2012,1093054926.6385028,-443068.97197556496,-1.2015558743530201e-05
Germany,Roundwood,2013,1093186360.1320167,-131433.49351382256,-3.564336394717853e-06
Germany,Roundwood,2014,1093298584.1550438,-112224.02302718163,-3.043396009217166e-06
Germany,Roundwood,2015,1092949136.6726384,349447.4824054241,9.476643633832865e-06
Germany,Roundwood,2016,1092737351.4547453,211785.21789312363,5.743389601983933e-06
Germany,Roundwood,2017,1092417988.7491398,319362.7056055069,8.660776521058975e-06
Germany,Roundwood,2018,1092124556.0526905,293432.6964492798,7.9575822828172e-06
Germany,Roundwood,2019,1093192334.1830351,-1067778.1303446293,-2.895700593297313e-05
Germany,Roundwood,2020,1093383913.9232647,-191579.74022960663,-5.195438562387178e-06
Germany,Roundwood,2021,1092050958.8619552,1332955.061309576,3.614832194237785e-05
Germany,Roundwood,2022,1092131244.5210304,-80285.65907526016,-2.17726158656632e-06
Gibraltar,Roundwood,2006,2300.415261338608,2300.415261338608,0.0033242911195326087
Gibraltar,Roundwood,2007,2315.011051579801,-14.595790241192844,-2.109212918937253e-05
Gibraltar,Roundwood,2008,2330.5111425765126,-15.500090996711606,-2.239891889011915e-05
Gibraltar,Roundwood,2009,2277.481440229411,53.02970234710165,7.66323244097011e-05
Gibraltar,Roundwood,2010,2268.637121959406,8.844318270004806,1.2780774487728156e-05
Gibraltar,Roundwood,2011,2280.302498616597,-11.66537665719079,-1.6857438167462354e-05
Gibraltar,Roundwood,2012,2288.135466731399,-7.832968114802043,-1.1319289513175296e-05
Gibraltar,Roundwood,2013,2250.3648614886683,37.77060524273065,5.458166171038087e-05
Gibraltar,Roundwood,2014,2253.875354464719,-3.5104929760505,-5.072953923404064e-06
Gibraltar,Roundwood,2015,2257.410264850388,-3.5349103856692636,-5.108239108353851e-06
Gibraltar,Roundwood,2016,2260.969762482191,-3.5594976318029694,-5.143769721173938e-06
Gibraltar,Roundwood,2017,2264.5540183779485,-3.584255895757451,-5.17954746894937e-06
Gibraltar,Roundwood,2018,2268.1632047450053,-3.6091863670567363,-5.215574070641167e-06
Gibraltar,Roundwood,2019,2271.797494988502,-3.6342902434967073,-5.251851257163864e-06
Gibraltar,Roundwood,2020,2275.457063719708,-3.6595687312060363,-5.288380771473569e-06
Gibraltar,Roundwood,2021,2279.14208676441,-3.6850230447021204,-5.325164368648801e-06
Gibraltar,Roundwood,2022,2282.85274117136,-3.710654406949743,-5.362203815975243e-06
Greece,Roundwood,2006,25124522.095414203,25124522.095414203,0.0018434568996283302
Greece,Roundwood,2007,25147474.567256987,-22952.471842784435,-1.6840874593124627e-06
Greece,Roundwood,2008,25170586.6861666,-23112.118909612298,-1.6958012139355993e-06
Greece,Roundwood,2009,25192968.879269183,-22382.19310258329,-1.6422445030825797e-06
Greece,Roundwood,2010,25205263.393068634,-12294.513799451292,-9.020830806294609e-07
Greece,Roundwood,2011,25197797.119390912,7466.27367772162,5.478215137163347e-07
Greece,Roundwood,2012,25200474.407742295,-2677.28835138306,-1.9644018162448928e-07
Greece,Roundwood,2013,25203170.318106823,-2695.9103645272553,-1.978065311409205e-07
Greece,Roundwood,2014,25205884.98001084,-2714.6619040183723,-1.9918238436998005e-07
Greece,Roundwood,2015,25184153.23159321,21731.74841763079,1.5945195458575775e-06
Greece,Roundwood,2016,25146342.388656,37810.84293720871,2.774287965703548e-06
Greece,Roundwood,2017,25161526.51531606,-15184.126660060138,-1.1141021090875747e-06
Greece,Roundwood,2018,25188442.90427131,-26916.388955246657,-1.9749312143806256e-06
Greece,Roundwood,2019,25221909.137223125,-33466.23295181617,-2.4555117030805124e-06
Greece,Roundwood,2020,25162548.19761923,59360.93960389495,4.355479211331709e-06
Greece,Roundwood,2021,25117058.61826961,45489.579349618405,3.3376984682447144e-06
Greece,Roundwood,2022,25109207.623882204,7850.994387406856,5.760495549903459e-07
Holy See,Roundwood,2015,0.0,0.0,0.0
Holy See,Roundwood,2016,0.0,0.0,0.0
Holy See,Roundwood,2017,0.0,0.0,0.0
Holy See,Roundwood,2018,0.0,0.0,0.0
Holy See,Roundwood,2019,0.0,0.0,0.0
Holy See,Roundwood,2020,0.0,0.0,0.0
Holy See,Roundwood,2021,0.0,0.0,0.0
Holy See,Roundwood,2022,0.0,0.0,0.0
Hungary,Roundwood,2006,72522926.23360759,72522926.23360759,0.007547791769351055
Hungary,Roundwood,2007,72490803.35124138,32122.882366210222,3.343174906518838e-06
Hungary,Roundwood,2008,72547420.00251663,-56616.651275247335,-5.892353172940545e-06
Hungary,Roundwood,2009,72531694.86261098,15725.139905646443,1.6365870451698668e-06
Hungary,Roundwood,2010,72469401.71838461,62293.14422637224,6.483131689478467e-06
Hungary,Roundwood,2011,72445563.21063602,23838.50774858892,2.48098224827325e-06
Hungary,Roundwood,2012,72436632.17261003,8931.038025990129,9.294938691137855e-07
Hungary,Roundwood,2013,72415969.5176304,20662.654979631305,2.1504567629529833e-06
Hungary,Roundwood,2014,72423802.28355448,-7832.765924081206,-8.151916813532672e-07
Hungary,Roundwood,2015,72424412.23863836,-609.9550838768482,-6.348080808170796e-08
Hungary,Roundwood,2016,72423948.00304833,464.2355900257826,4.831511561116074e-08
Hungary,Roundwood,2017,72385795.1818346,38152.82121373713,3.9707381498503365e-06
Hungary,Roundwood,2018,72374435.1548931,11360.026941493154,1.1822898261498217e-06
Hungary,Roundwood,2019,72414629.75455256,-40194.5996594578,-4.183235346913345e-06
Hungary,Roundwood,2020,72442737.01882902,-28107.264276459813,-2.925251213409087e-06
Hungary,Roundwood,2021,72458727.16158645,-15990.142757430673,-1.6641671008492066e-06
Hungary,Roundwood,2022,72464894.1343845,-6166.97279804945,-6.418249916859986e-07
Iceland,Roundwood,2006,49621.08162033252,49621.08162033252,4.664408884757851e-06
Iceland,Roundwood,2007,49604.97298476588,16.10863556664117,1.5142205773196902e-09
Iceland,Roundwood,2008,49648.96073021911,-43.987745453225216,-4.1348721957003475e-09
Iceland,Roundwood,2009,49693.25443463772,-44.293704418611014,-4.163632506236022e-09
Iceland,Roundwood,2010,49135.77197172562,557.4824629120994,5.2403657239877405e-08
Iceland,Roundwood,2011,49066.11405273767,69.6579189879485,6.547882585614472e-09
Iceland,Roundwood,2012,49033.902932635116,32.21112010255456,3.0278629543777136e-09
Iceland,Roundwood,2013,48961.128121428905,72.77481120621087,6.840872163450243e-09
Iceland,Roundwood,2014,48887.84712138048,73.28100004842418,6.8884541922147575e-09
Iceland,Roundwood,2015,48796.09423141148,91.75288996900053,8.624821974824734e-09
Iceland,Roundwood,2016,48717.45074009912,78.6434913123594,7.392531311841404e-09
Iceland,Roundwood,2017,48693.45129670046,23.999443398657604,2.2559608408872796e-09
Iceland,Roundwood,2018,49013.677117493855,-320.2258207933919,-3.010140276800285e-08
Iceland,Roundwood,2019,49146.7747870016,-133.09766950774792,-1.2511253925148585e-08
Iceland,Roundwood,2020,49351.543123905096,-204.76833690349304,-1.9248335964897118e-08
Iceland,Roundwood,2021,49552.61802106348,-201.07489715838165,-1.8901150603356024e-08
Iceland,Roundwood,2022,49748.36823055996,-195.75020949648024,-1.840062704305224e-08
Ireland,Roundwood,2006,44179163.30768518,44179163.30768518,0.006086906132318108
Ireland,Roundwood,2007,44106268.891605064,72894.41608011723,1.0043229319660502e-05
Ireland,Roundwood,2008,44032444.69127108,73824.2003339827,1.0171332910875462e-05
Ireland,Roundwood,2009,43913536.812957264,118907.87831381708,1.63828610480589e-05
Ireland,Roundwood,2010,43813770.992714934,99765.82024233043,1.374551117683006e-05
Ireland,Roundwood,2011,43715934.32671767,97836.66599726677,1.3479716627424847e-05
Ireland,Roundwood,2012,43720505.61754308,-4571.290825411677,-6.298222074515284e-07
